Company,Category,City,State,Country,"OUTSIDE 
USA",Website,LinkedIn,Crunchbase,Employees,"Year 
Founded",AKA/DBA,Name Variants,Acquired By,Original Categories,Source Sheets,# Sheets,Notes,REVIEW,Description,city_clean,state_clean,description,confidence,needs_review,scrape_status
Shenzhen EAI Technology,Robotics & Autonomy,Shenzhen,,China,yes,https://eaibot.cn/scheme/type/robot,https://www.linkedin.com/company/shenzhen-eai-technology-co-ltd/,https://www.crunchbase.com/organization/eai-technology,7,2015,"YDLIDAR, EAIBot",,,"Supply LiDAR sensors as well as intelligent robot mobile solution provider. Together with optimized robot mobile solution for autonomous mapping, real-time positioning, planning navigation, and automatic obstacle avoidance, EAI products has been widely used on service robots, robot vacuums, AGV, warehouse robots for commercial application, research and education. Ydlidar driver package under ros (see ydlidar_ros_driver).",MASTER - Combined_Account Owner | Robotics,2,,,EAI Technology develops LiDAR sensors (YDLIDAR) and mobile robot platforms (Dashgo) for robotics applications.,Shenzhen,,EAI Technology develops LiDAR sensors (YDLIDAR) and mobile robot platforms (Dashgo) for robotics applications.,medium,True,ok
Shunya Ekai Technologies,Robotics & Autonomy,Dubai,UAE,United Arab Emirates,yes,https://shunyaekai.tech/,https://www.linkedin.com/company/shunyaekaitech/,https://www.crunchbase.com/organization/shunya-ekai-technologies,36,2020,,,,"Build new age IoT devices and autonomous mobility bots to automate operations, solve challenges across various industries and improve human efficiency and lifestyle. Hiring ROS engineers (Robotics Engineer/Trainee - Visual SLAM/ROS).",MASTER - Combined_Account Owner | Robotics,2,,Multi-category signal: Transportation & Mobility,"Shunya Ekai Technologies develops IoT devices and AI-powered autonomous robots (under the RIOT series) for industries such as healthcare, manufacturing, logistics, and agriculture, offering hardware/software development, OEM services, and smart factory solutions.",Dubai,UAE,"Shunya Ekai Technologies develops IoT devices and AI-powered autonomous robots (under the RIOT series) for industries such as healthcare, manufacturing, logistics, and agriculture, offering hardware/software development, OEM services, and smart factory solutions.",high,False,ok
SI-BONE,,Santa Clara,CA,USA,,www.si-bone.com,http://www.linkedin.com/company/si-bone,https://www.crunchbase.com/organization/si-bone,551,,,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"SI-BONE is a medical device company that develops and markets the iFuse Implant System, a minimally invasive triangular implant used to stabilize and fuse the sacroiliac (SI) joint for treatment of SI joint dysfunction and chronic low back pain.",Santa Clara,CA,"SI-BONE is a medical device company that develops and markets the iFuse Implant System, a minimally invasive triangular implant used to stabilize and fuse the sacroiliac (SI) joint for treatment of SI joint dysfunction and chronic low back pain.",low,False,ok
SI2 Solutions,Aerospace & Space,Washington,DC,USA,,https://si2inc.com/,https://www.linkedin.com/company/si2-solution/,,,2013,,,,Aerospace,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"ZEA Inc. is a venture capital and strategic advisory firm focused on defense technology and national security, providing investment, strategic planning, government contracting guidance, and capital raising services for dual-use technology companies.",Washington,DC,"ZEA Inc. is a venture capital and strategic advisory firm focused on defense technology and national security, providing investment, strategic planning, government contracting guidance, and capital raising services for dual-use technology companies.",low,False,ok
SIA Engineering Company,Aerospace & Space,Singapore,,Singapore,yes,https://www.siaec.com.sg/,https://www.linkedin.com/company/sia-engineering-company/,https://www.crunchbase.com/organization/sia-engineering-company,,1972,,,,Aerospace,SPACE & DEFENSE COMPANIES | Sheet1,2,,,"SIA Engineering Company (SIAEC) is an aircraft maintenance, repair, and overhaul (MRO) company providing services including base and line maintenance, fleet management, engine services, component overhaul, cabin solutions, and technical training to airlines and third-party customers.",Singapore,,"SIA Engineering Company (SIAEC) is an aircraft maintenance, repair, and overhaul (MRO) company providing services including base and line maintenance, fleet management, engine services, component overhaul, cabin solutions, and technical training to airlines and third-party customers.",high,True,ok
Sidus Space,Aerospace & Space,Merritt Island,FL,USA,,https://www.sidusspace.com/,https://www.linkedin.com/company/sidus-space/,https://www.crunchbase.com/organization/sidus-space,,2011,,,,"Space | Aerospace, Electronics, Manufacturing",SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Sidus Space is a space and defense technology company that designs, manufactures, and operates satellites (including its LizzieSat® platform) and provides AI-driven data solutions, advanced avionics, hardware manufacturing, and mission planning and operations services for government, defense, intelligence, and commercial customers.",Merritt Island,FL,"Sidus Space is a space and defense technology company that designs, manufactures, and operates satellites (including its LizzieSat® platform) and provides AI-driven data solutions, advanced avionics, hardware manufacturing, and mission planning and operations services for government, defense, intelligence, and commercial customers.",high,False,ok
Sibros,Transportation & Mobility,San Jose,CA,USA,,https://www.sibros.tech/,https://www.linkedin.com/company/sibros/,https://www.crunchbase.com/organization/sibros,112,2018,Grounded RVs,,,"Mobility | Automotive, Autonomous Vehicles, Data Management, InsurTech, SaaS, Software",MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1,3,,"Multi-category signal: Communications, Compute & Networking","Sibros provides a deep connected platform for software-defined vehicles, enabling over-the-air updates and connected vehicle data management for automotive applications.",San Jose,CA,"Sibros provides a deep connected platform for software-defined vehicles, enabling over-the-air updates and connected vehicle data management for automotive applications.",low,False,ok
SICK Sensor Intelligence,Electronics,Waldkirch,,Germany,yes,https://www.sick.com/ag/en/,https://www.linkedin.com/company/sicksensorintelligence/,https://www.crunchbase.com/organization/sick,6165,1946,,,,Provides sensor intelligence and application solutions that create the basis for controlling processes securely. Use ROS2 Driver to read the raw data from the SICK Scanners. Sick_scan is an open-source project to support the laser scanner of the company SICK using the ROS-framework (see sick_scan)149.,MASTER - Combined_Account Owner | Robotics,2,,,"SICK provides sensor intelligence products and solutions, including industrial sensors and related equipment for automation, detection, and measurement applications.",Waldkirch,,"SICK provides sensor intelligence products and solutions, including industrial sensors and related equipment for automation, detection, and measurement applications.",low,True,ok
Siemens Energy,Energy & Climate,Munich,Bavaria,Germany,yes,https://www.siemens-energy.com/global/en/home.html,https://www.linkedin.com/company/siemens,https://www.crunchbase.com/organization/siemens-energy-6cf7,242875,1847,,Siemens,,"Global industrial technology company providing automation, robotics software, and digital manufacturing systems. | Is an engineering and electronics company that specializes in the fields of industry, energy, transportation, and healthcare. The company is currently member of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see ros-industrial)150. | Thermal, Fluids, Turbomachinery & Energy | Produces power generation",ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | Robotics,3,,Multi-category signal: Industrial & Factory Infrastructure; Robotics & Autonomy; Advanced Manufacturing,"Siemens Energy is a global energy technology company that provides products, services, and solutions for the energy transition, including gas and steam turbines, transformers, grid infrastructure, electrolyzers, and related services for power generation, transmission, and industrial decarbonization.",Munich,Bavaria,"Siemens Energy is a global energy technology company that provides products, services, and solutions for the energy transition, including gas and steam turbines, transformers, grid infrastructure, electrolyzers, and related services for power generation, transmission, and industrial decarbonization.",low,False,ok
Sierra Bullets,Aerospace & Space,Sedalia,MO,USA,,www.sierrabullets.com,http://www.linkedin.com/company/sierra-bullets-llc,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,"Sierra Bullets manufactures precision rifle and pistol bullets for hunting, competitive shooting, and personal defense, sold under product lines such as MatchKing, GameKing, and VarmintKing.",Sedalia,MO,"Sierra Bullets manufactures precision rifle and pistol bullets for hunting, competitive shooting, and personal defense, sold under product lines such as MatchKing, GameKing, and VarmintKing.",high,False,ok
Siemens Digital Industries,Advanced Manufacturing,Munich,,Germany,yes,https://www.siemens.com/digital-industries,https://www.linkedin.com/company/siemenssoftware/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_all%3ByiAsSuidQPCz46zJoE5WUA%3D%3D/,https://www.crunchbase.com/organization/siemens-plm-software,20557,,"Siemens PLM Software, Siemens EDA",,Siemens,"Provides automation, digitalization, and industrial software for manufacturing.",ALL COMPANIES MERGED ,1,,"Multi-category signal: Industrial & Factory Infrastructure; Communications, Compute & Networking","Siemens Digital Industries provides industrial automation software and hardware, offering digital twins, industrial AI, connected automation, and cybersecurity solutions to help manufacturers and industrial enterprises digitalize and optimize their product and production lifecycles.",Munich,,"Siemens Digital Industries provides industrial automation software and hardware, offering digital twins, industrial AI, connected automation, and cybersecurity solutions to help manufacturers and industrial enterprises digitalize and optimize their product and production lifecycles.",low,True,ok
Sierra Space,Aerospace & Space,Louisville,CO,USA,,https://www.sierraspace.com/,https://www.linkedin.com/company/sierraspace/,https://www.crunchbase.com/organization/sierra-space,1304,2021,Sierra Space Corporation,,Sierra Nevada Corporation,"Modern Defense Companies | Satellite Systems | Aerospace (New) | Space Stations | Commercial Stations / Habitats | Aerospace / Defense | Satellite / Space Infrastructure | Space Infrastructure / Platforms | Advanced Materials, Aerospace, Industrial Manufacturing, Space Travel, Transportation | Aerospace - Space Systems | Space Stations (Direct Peer) | Space Systems | Develops the Dream Chaser spaceplane and commercial space station modules. | Space | Building space transportation, habitats, and ",ALL COMPANIES MERGED  | Aerospace & Defense ($10M+ reve | LAUNCH COMPANIES | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source -MARKET MAP COMPANIES,7,,"Multi-category signal: Materials, Chemicals & Mining; Defense; Advanced Manufacturing; Industrial & Factory Infrastructure",,Louisville,CO,,low,True,blocked_or_timeout
